"id","tipo_razon_uso","grupo_viaje","id_presupuesto"
A013211,especifico,G075,P068
A013212,especifico,G075,P068
A013213,especifico,G075,P068
A013214,especifico,G075,P068
A013215,especifico,G075,P068
A013216,especifico,G075,P068
A013217,especifico,G075,P068
A013218,especifico,G075,P068
A013219,especifico,G075,P068
A013220,especifico,G075,P068
A013221,especifico,G075,P068
A013222,especifico,G075,P068
A013223,especifico,G075,P068
A013224,especifico,G075,P068
A013225,especifico,G075,P068
A013226,especifico,G075,P068
A013227,especifico,,P004
A013228,regular,,
A013229,especifico,G075,P068
A013230,especifico,G075,P068
A013231,especifico,G075,P068
A013232,especifico,G075,P068
A013233,especifico,G075,P068
A013234,especifico,G075,P068
A013235,especifico,G075,P068
A013236,especifico,G075,P068
A013237,especifico,G075,P068
A013238,especifico,G075,P068
A013239,especifico,G075,P068
A013240,especifico,G075,P068
A013241,especifico,G075,P068
A013242,especifico,G075,P068
A013243,especifico,G075,P068
A013244,especifico,G075,P068
A013245,regular,,
A013246,regular,,
A013247,regular,,
A013248,regular,,
A013249,regular,,
A013250,regular,,
A013251,regular,,
A013252,regular,,
A013253,regular,,
A013254,regular,,
A013255,regular,,
A013256,regular,,
A013257,regular,,
A013258,regular,,
A013259,regular,,
A013260,regular,,
A013261,regular,,
A013262,regular,,
A013263,regular,,
A013264,regular,,
A013265,regular,,
A013266,regular,,
A013267,regular,,
A013268,regular,,
A013269,regular,,
A013270,regular,,
A013271,regular,,
A013272,regular,,
A013273,regular,,
A013274,regular,,
A013275,regular,,
A013276,regular,,
A013277,regular,,
A013278,especifico,G074,P069
A013279,regular,,
A013280,regular,,
A013281,regular,,
A013282,regular,,
A013283,regular,,
A013284,regular,,
A013285,regular,,
A013286,regular,,
A013287,regular,,
A013288,regular,,
A013289,regular,,
A013290,regular,,
A013291,regular,,
A013292,regular,,
A013293,regular,,
A013294,regular,,
A013295,regular,,
A013296,regular,,
A013297,regular,,
A013298,regular,,
A013299,regular,,
A013300,regular,,
A013301,regular,,
A013302,regular,,
A013303,regular,,
A013304,regular,,
A013305,regular,,
A013306,regular,,
A013307,regular,,
A013308,regular,,
A013309,regular,,
A013314,regular,,
A013315,regular,,
A013316,regular,,
A013317,regular,,
A013318,regular,,
A013319,regular,,
A013320,regular,,
A013321,regular,,
A013322,regular,,
A013323,regular,,
A013324,regular,,
A013325,regular,,
A013326,regular,,
A013327,regular,,
A013328,regular,,
A013329,regular,,
A013330,regular,,
A013331,regular,,
A013332,regular,,
A013333,regular,,
A013334,regular,,
A013335,regular,,
A013336,regular,,
A013337,regular,,
A013338,regular,,
A013339,especifico,G075,P068
A013340,especifico,G075,P068
A013341,especifico,G075,P068
A013342,especifico,G075,P068
A013343,especifico,G075,P068
A013344,especifico,G075,P068
A013345,especifico,G075,P068
A013346,especifico,G075,P068
A013347,especifico,G075,P068
A013348,especifico,G075,P068
A013349,especifico,G075,P068
A013350,especifico,G075,P068
A013351,especifico,G075,P068
A013352,especifico,G075,P068
A013353,especifico,G075,P068
A013354,especifico,G075,P068
A013355,especifico,G075,P068
A013356,especifico,G075,P068
A013360,regular,,
A013364,regular,,
A013365,regular,,
A013366,regular,,
A013367,regular,,
A013368,regular,,
A013369,regular,,
A013370,regular,,
A013371,regular,,
A013372,regular,,
A013373,regular,,
A013374,regular,,
A013375,regular,,
A013376,regular,,
A013377,regular,,
A013378,regular,,
A013379,regular,,
A013380,regular,,
A013381,regular,,
A013382,regular,,
A013383,regular,,
A013384,regular,,
A013385,regular,,
A013386,regular,,
A013387,regular,,
A013388,regular,,
A013389,regular,,
A013390,regular,,
A013391,regular,,
A013393,regular,,
A013394,regular,,
A013395,regular,,
A013396,regular,,
A013397,regular,,
A013398,regular,,
A013403,regular,,
A013404,regular,,
A013405,regular,,
A013406,regular,,
A013407,regular,,
A013408,regular,,
A013409,regular,,
A013410,regular,,
A013411,regular,,
A013412,regular,,
A013413,regular,,
A013414,regular,,
A013415,regular,,
A013416,regular,,
A013417,regular,,
A013418,especifico,G075,P068
A013419,especifico,G075,P068
A013420,especifico,G075,P068
A013421,especifico,G075,P068
A013422,especifico,G075,P068
A013423,especifico,G075,P068
A013424,regular,,
A013425,regular,,
A013426,regular,,
A013427,regular,,
A013428,regular,,
A013429,regular,,
A013430,regular,,
A013431,regular,,
A013432,regular,,
A013433,regular,,
A013434,regular,,
A013435,regular,,
A013436,regular,,
A013437,regular,,
A013438,regular,,
A013439,regular,,
A013440,regular,,
A013441,regular,,
A013442,regular,,
A013443,regular,,
A013444,regular,,
A013445,regular,,
A013446,regular,,
A013447,regular,,
A013448,regular,,
A013449,regular,,
A013450,regular,,
A013451,regular,,
A013452,regular,,
A013453,regular,,
A013454,regular,,
A013455,regular,,
A013456,regular,,
A013457,regular,,
A013458,regular,,
A013459,regular,,
A013460,regular,,
A013461,regular,,
A013462,regular,,
A013463,regular,,
A013464,regular,,
A013465,regular,,
A013466,regular,,
A013467,regular,,
A013472,especifico,G074,P069
A013473,especifico,G074,P069
A013474,regular,,
A013475,especifico,G075,P068
A013476,especifico,G075,P068
A013477,regular,,
A013478,regular,,
A013479,regular,,
A013480,regular,,
A013481,regular,,
A013482,regular,,
A013483,regular,,
A013484,regular,,
A013485,regular,,
A013486,especifico,G075,P016
A013487,especifico,G075,P016
A013488,regular,,
A013489,regular,,
A013490,regular,,
A013491,especifico,G075,P016
A013492,especifico,G075,P016
A013493,especifico,G075,P016
A013494,regular,,
A013495,regular,,
A013496,regular,,
A013497,especifico,G075,P068
A013498,especifico,G075,P068
A013504,regular,,
A013505,regular,,
A013506,regular,,
A013507,regular,,
A013508,regular,,
A013509,regular,,
A013510,regular,,
A013511,regular,,
A013512,regular,,
A013513,especifico,G075,P068
A013514,especifico,G075,P068
A013515,regular,,
A013516,regular,,
A013517,regular,,
A013518,especifico,G075,P068
A013519,especifico,G075,P068
A013520,especifico,G075,P068
A013521,especifico,G075,P068
A013522,especifico,G075,P068
A013523,especifico,G075,P068
A013524,especifico,G075,P068
A013525,especifico,G075,P068
A013526,especifico,G075,P068
A013527,especifico,G075,P068
A013528,especifico,G075,P068
A013529,especifico,G075,P068
A013530,regular,,
A013531,regular,,
A013532,regular,,
A013533,regular,,
A013534,regular,,
A013535,regular,,
A013536,regular,,
A013537,regular,,
A013538,regular,,
A013539,regular,,
A013540,regular,,
A013541,regular,,
A013542,regular,,
A013543,regular,,
A013544,regular,,
A013545,regular,,
A013546,especifico,G075,P068
A013547,especifico,G075,P068
A013548,especifico,G075,P068
A013549,especifico,G075,P068
A013550,especifico,G075,P068
A013551,especifico,G075,P068
A013552,especifico,G075,P068
A013553,especifico,G075,P068
A013554,regular,,
A013555,especifico,G075,P068
A013556,especifico,G075,P068
A013557,especifico,G075,P068
A013558,especifico,G075,P068
A013559,especifico,G075,P068
A013560,especifico,G075,P068
A013561,especifico,G075,P068
A013562,especifico,G075,P068
A013563,especifico,G075,P068
A013564,especifico,G075,P068
A013565,especifico,G075,P068
A013566,especifico,G075,P068
A013567,especifico,G075,P068
A013568,especifico,G075,P068
A013569,especifico,G075,P068
A013570,especifico,G075,P068
A013571,especifico,G075,P068
A013572,especifico,G075,P068
A013573,especifico,G075,P068
A013574,especifico,G075,P068
A013575,especifico,G075,P068
A013576,especifico,G075,P068
A013577,especifico,G075,P068
A013578,especifico,G075,P068
A013579,especifico,G075,P068
A013580,especifico,G075,P068
A013581,regular,,
A013585,especifico,,P015
A013588,especifico,,P015
A013589,especifico,G075,P068
A013590,especifico,G075,P068
A013591,especifico,G075,P068
A013592,especifico,G075,P068
A013593,especifico,G075,P068
A013594,especifico,G075,P068
A013595,especifico,G075,P068
A013596,especifico,G075,P068
A013597,especifico,G075,P068
A013598,especifico,G075,P068
A013599,especifico,G075,P068
A013600,especifico,G075,P068
A013601,especifico,G075,P068
A013602,especifico,G075,P068
A013605,regular,,
A013608,especifico,G075,P068
A013609,especifico,G075,P068
A013610,regular,,
A013611,regular,,
A013612,regular,,
A013613,regular,,
A013614,regular,,
A013615,regular,,
A013616,regular,,
A013617,regular,,
A013618,regular,,
A013619,regular,,
A013620,regular,,
A013621,regular,,
A013622,regular,,
A013623,regular,,
A013624,especifico,G074,P069
A013625,especifico,G074,P069
A013626,especifico,G074,P069
A013627,especifico,G074,P069
A013628,especifico,G074,P069
A013629,especifico,G074,P069
A013630,especifico,G074,P069
A013631,especifico,G074,P069
A013632,especifico,G074,P069
A013633,especifico,G074,P069
A013634,especifico,G074,P069
A013635,especifico,G074,P069
A013636,especifico,G074,P069
A013638,especifico,G074,P069
A013639,especifico,G074,P069
A013640,especifico,G074,P069
A013641,especifico,G074,P069
A013642,especifico,G074,P069
A013642-1,especifico,G074,P069
A013643,especifico,G074,P069
A013644,especifico,G074,P069
A013645,especifico,G074,P069
A013646,especifico,G074,P069
A013647,especifico,G074,P069
A013648,especifico,G074,P069
A013649,especifico,G074,P069
A013650,especifico,G074,P069
A013651,especifico,G074,P069
A013652,especifico,G074,P069
A013654,especifico,G074,P069
A013655,especifico,G074,P069
A013656,especifico,G074,P069
A013657,especifico,G074,P069
A013658,especifico,G074,P069
A013659,especifico,G074,P069
A013659-1,especifico,G074,P069
A013660,especifico,G074,P069
A013661,especifico,G074,P069
A013662,especifico,G074,P069
A013663,regular,,
A013664,regular,,
A013665,regular,,
A013666,regular,,
A013667,regular,,
A013668,regular,,
A013669,regular,,
A013670,regular,,
A013671,regular,,
A013672,regular,,
A013673,regular,,
A013674,regular,,
A013675,regular,,
A013676,regular,,
A013680,regular,,
A013681,regular,,
A013682,regular,,
A013683,regular,,
A013684,regular,,
A013685,regular,,
A013686,especifico,G075,P068
A013687,especifico,G075,P068
A013688,especifico,G075,P068
A013689,especifico,G075,P068
A013690,especifico,G075,P016
A013691,especifico,G075,P016
A013692,especifico,G075,P068
A013693,especifico,G075,P068
A013694,especifico,G075,P068
A013695,especifico,G075,P068
A013696,especifico,G075,P068
A013697,especifico,G075,P068
A013698,especifico,G075,P068
A013699,especifico,G075,P068
A013700,especifico,G075,P068
A013701,especifico,G075,P068
A013702,especifico,G075,P068
A013703,especifico,G075,P068
A013704,especifico,G075,P068
A013705,especifico,G075,P068
A013706,especifico,G075,P068
A013707,especifico,G075,P068
A013708,especifico,G075,P068
A013709,especifico,G075,P068
A013710,especifico,G075,P068
A013711,especifico,G075,P068
A013712,especifico,G075,P068
A013713,especifico,G075,P068
A013714,especifico,G075,P068
A013715,especifico,G075,P068
A013716,especifico,G075,P068
A013717,especifico,G075,P068
A013718,especifico,G075,P068
A013719,especifico,G075,P068
A013720,especifico,G075,P068
A013721,especifico,G075,P068
A013722,especifico,G075,P068
A013723,especifico,G075,P068
A013724,especifico,G075,P068
A013726,regular,,
A013727,regular,,
A013728,regular,,
A013729,regular,,
A013730,regular,,
A013731,regular,,
A013732,regular,,
A013733,regular,,
A013734,regular,,
A013735,regular,,
A013736,regular,,
A013739,regular,,
A013740,regular,,
A013741,regular,,
A013742,regular,,
A013745,especifico,G075,P068
A013746,regular,,
A013747,regular,,
A013748,regular,,
A013749,regular,,
A013750,regular,,
A013753,regular,,
A013754,regular,,
A013756,regular,,
A013757,regular,,
A013758,especifico,G075,P016
A013759,especifico,G075,P016
A013760,especifico,G075,P016
A013761,especifico,G075,P016
A013763,especifico,G075,P016
A013764,especifico,G075,P016
A013764-1,especifico,G075,P016
A013765,especifico,G075,P016
A013765-1,especifico,G075,P016
A013766,especifico,G075,P016
A013766-1,especifico,G075,P016
A013767,especifico,G075,P016
A013767-1,especifico,G075,P016
A013768,especifico,G075,P016
A013769,especifico,G075,P016
A013773,especifico,G075,P068
A013773-1,especifico,G075,P068
A013774,especifico,G075,P068
A013774-1,especifico,G075,P068
A013775,especifico,G075,P068
A013775-1,especifico,G075,P068
A013776,especifico,G075,P068
A013776-1,especifico,G075,P068
A013777,especifico,G075,P068
A013777-1,especifico,G075,P068
A013778,especifico,G075,P068
A013778-1,especifico,G075,P068
A013779,especifico,G075,P068
A013779-1,especifico,G075,P068
A013780,especifico,G075,P068
A013780-1,especifico,G075,P068
A013781,especifico,G075,P068
A013781-1,especifico,G075,P068
A013782,especifico,G075,P068
A013782-1,especifico,G075,P068
A013783,especifico,G075,P068
A013783-1,especifico,G075,P068
A013784,especifico,G075,P068
A013784-1,especifico,G075,P068
A013785,especifico,G075,P068
A013785-1,especifico,G075,P068
A013786,especifico,G075,P068
A013786-1,especifico,G075,P068
A013787,especifico,G075,P068
A013787-1,especifico,G075,P068
A013788,especifico,G075,P068
A013789,especifico,G075,P068
A013789-1,especifico,G075,P068
A013790,especifico,G075,P068
A013790-1,especifico,G075,P068
A013791,especifico,G075,P068
A013791-1,especifico,G075,P068
A013792,especifico,G075,P068
A013792-1,especifico,G075,P068
A013793,especifico,G075,P068
A013794,especifico,G075,P068
A013794-1,especifico,G075,P068
A013795,especifico,G075,P068
A013795-1,especifico,G075,P068
A013796,especifico,G075,P068
A013796-1,especifico,G075,P068
A013797,especifico,G075,P068
A013798,especifico,G075,P068
A013799,especifico,G075,P068
A013800,especifico,G075,P068
A013801,regular,,
A013802,especifico,G075,P068
A013802-1,especifico,G075,P068
A013803,especifico,G075,P068
A013804,especifico,G075,P068
A013805,especifico,G075,P068
A013805-1,especifico,G075,P068
A013806,especifico,G075,P068
A013806-1,especifico,G075,P068
A013807,especifico,G075,P068
A013807-1,especifico,G075,P068
A013808,especifico,G075,P068
A013808-1,especifico,G075,P068
A013809,especifico,G075,P068
A013809-1,especifico,G075,P068
A013810,especifico,G075,P068
A013810-1,especifico,G075,P068
A013811,especifico,G075,P068
A013811-1,especifico,G075,P068
A013812,especifico,G075,P068
A013813,especifico,G075,P068
A013814,especifico,G075,P068
A013815,especifico,G075,P068
A013815-1,especifico,G075,P068
A013816,especifico,G075,P068
A013816-1,especifico,G075,P068
A013817,especifico,G075,P068
A013818,especifico,G075,P068
A013818-1,especifico,G075,P068
A013819,especifico,G075,P068
A013819-1,especifico,G075,P068
A013820,especifico,G075,P068
A013820-1,especifico,G075,P068
A013821,especifico,G075,P068
A013822,especifico,G075,P068
A013822-1,especifico,G075,P068
A013823,especifico,G075,P068
A013823-1,especifico,G075,P068
A013824,especifico,G075,P068
A013824-1,especifico,G075,P068
A013825,especifico,G075,P068
A013825-1,especifico,G075,P068
A013826,regular,,
A013827,especifico,G075,P068
A013827-1,especifico,G075,P068
A013828,especifico,G075,P068
A013829,especifico,G075,P068
A013830,especifico,G075,P068
A013831,especifico,G075,P068
A013832,especifico,G075,P068
A013833,especifico,G075,P068
A013834,especifico,G075,P068
A013834-1,especifico,G075,P068
A013835,especifico,G075,P068
A013836,especifico,G075,P068
A013836-1,especifico,G075,P068
A013837,especifico,G075,P068
A013837-1,especifico,G075,P068
A013838,especifico,G075,P068
A013839,especifico,G075,P068
A013839-1,especifico,G075,P068
A013840,especifico,G075,P068
A013841,especifico,G075,P068
A013842,especifico,G075,P068
A013843,especifico,G075,P068
A013844,especifico,G075,P068
A013845,especifico,G075,P068
A013846,especifico,G075,P068
A013846-1,especifico,G075,P068
A013847,especifico,G075,P068
A013847-1,especifico,G075,P068
A013848,especifico,G075,P068
A013848-1,especifico,G075,P068
A013849,especifico,G075,P068
A013849-1,especifico,G075,P068
A013850,especifico,G075,P068
A013850-1,especifico,G075,P068
A013851,regular,,
A013852,especifico,G075,P068
A013852-1,especifico,G075,P068
A013853,especifico,G075,P003
A013854,especifico,G075,P068
A013855,especifico,G075,P068
A013855-1,especifico,G075,P068
A013856,especifico,G075,P068
A013857,especifico,G075,P068
A013857-1,especifico,G075,P068
A013858,especifico,G075,P068
A013859,especifico,G075,P068
A013860,especifico,G075,P068
A013860-1,especifico,G075,P068
A013861,especifico,G075,P068
A013861-1,especifico,G075,P068
A013862,especifico,G075,P068
A013863,especifico,G075,P068
A013864,especifico,G075,P068
A013865,especifico,G075,P068
A013866,especifico,G075,P068
A013867,especifico,G075,P068
A013867-1,especifico,G075,P068
A013868,especifico,G075,P068
A013868-1,especifico,G075,P068
A013869,especifico,G075,P068
A013870,especifico,G075,P068
A013871,especifico,G075,P068
A013872,especifico,G075,P068
A013873,especifico,G075,P068
A013874,especifico,G075,P068
A013875,especifico,G075,P068
A013876,especifico,G075,P068
A013877,especifico,G075,P068
A013877-1,especifico,G075,P068
A013878,especifico,G075,P068
A013878-1,especifico,G075,P068
A013879,especifico,G075,P068
A013879-1,especifico,G075,P068
A013880,especifico,G075,P068
A013880-1,especifico,G075,P068
A013881,especifico,G075,P068
A013881-1,especifico,G075,P068
A013882,especifico,G075,P068
A013882-1,especifico,G075,P068
A013883,especifico,G075,P068
A013883-1,especifico,G075,P068
A013884,especifico,G075,P068
A013885,especifico,G075,P068
A013886,especifico,G075,P068
A013887,especifico,G075,P068
A013887-1,especifico,G075,P068
A013888,especifico,G075,P068
A013888-1,especifico,G075,P068
A013889,especifico,G075,P068
A013890,especifico,G075,P068
A013891,especifico,G075,P068
A013891-1,especifico,G075,P068
A013892,especifico,G075,P068
A013893,especifico,G075,P068
A013894,especifico,G075,P068
A013894-1,especifico,G075,P068
A013895,especifico,G075,P068
A013896,especifico,G075,P068
A013897,especifico,G075,P068
A013898,especifico,G075,P068
A013899,especifico,G075,P068
A013900,especifico,G075,P068
A013900-1,especifico,G075,P068
A013901,especifico,G075,P068
A013901-1,especifico,G075,P068
A013902,especifico,G075,P068
A013902-1,especifico,G075,P068
A013903,especifico,G075,P068
A013903-1,especifico,G075,P068
A013904,especifico,G075,P068
A013905,especifico,G075,P068
A013906,especifico,G075,P068
A013906-1,especifico,G075,P068
A013907,especifico,G075,P068
A013907-1,especifico,G075,P068
A013908,especifico,G075,P068
A013909,especifico,G075,P068
A013910,especifico,G075,P068
A013911,especifico,G075,P068
A013912,especifico,G075,P068
A013913,especifico,G075,P068
A013914,especifico,G075,P068
A013914-1,especifico,G075,P068
A013915,especifico,G075,P068
A013915-1,especifico,G075,P068
A013916,especifico,G075,P068
A013917,especifico,G075,P068
A013918,especifico,G075,P068
A013919,especifico,G075,P068
A013919-1,especifico,G075,P068
A013920,especifico,G075,P068
A013920-1,especifico,G075,P068
A013921,especifico,G075,P068
A013922,especifico,G075,P068
A013923,especifico,G075,P068
A013924,especifico,G075,P068
A013925,especifico,G075,P068
A013925-1,especifico,G075,P068
A013926,especifico,G075,P068
A013927,especifico,G075,P068
A013928,especifico,G075,P068
A013928-1,especifico,G075,P068
A013929,especifico,G075,P068
A013930,especifico,G075,P068
A013930-1,especifico,G075,P068
A013931,especifico,G075,P068
A013931-1,especifico,G075,P068
A013932,especifico,G075,P068
A013932-1,especifico,G075,P068
A013933,especifico,G075,P068
A013933-1,especifico,G075,P068
A013934,especifico,G075,P068
A013934-1,especifico,G075,P068
A013935,especifico,G075,P068
A013935-1,especifico,G075,P068
A013936,especifico,G075,P068
A013937,especifico,G075,P068
A013938,especifico,G075,P068
A013939,especifico,G075,P068
A013940,especifico,G075,P068
A013941,especifico,G075,P068
A013942,especifico,G075,P068
A013943,especifico,G075,P068
A013944,especifico,G075,P068
A013945,especifico,G075,P068
A013946,especifico,G075,P068
A013947,especifico,G075,P068
A013948,especifico,G075,P068
A013949,especifico,G075,P068
A013949-1,especifico,G075,P068
A013950,especifico,G075,P068
A013950-1,especifico,G075,P068
A013951,especifico,G075,P068
A013951-1,especifico,G075,P068
A013952,especifico,G075,P068
A013953,especifico,G075,P068
A013954,especifico,G075,P068
A013955,especifico,G075,P068
A013956,especifico,G075,P068
A013957,especifico,G075,P068
A013958,especifico,G075,P068
A013959,especifico,G075,P068
A013960,especifico,G075,P068
A013960-1,especifico,G075,P068
A013961,especifico,G075,P068
A013961-1,especifico,G075,P068
A013962,especifico,G075,P068
A013963,especifico,G075,P068
A013964,especifico,G075,P068
A013965,especifico,G075,P068
A013966,especifico,G075,P068
A013967,especifico,G075,P068
A013968,especifico,G075,P068
A013969,especifico,G075,P068
A013969-1,especifico,G075,P068
A013970,especifico,G075,P068
A013970-1,especifico,G075,P068
A013971,especifico,G075,P068
A013972,especifico,G075,P068
A013973,especifico,G075,P068
A013974,especifico,G075,P068
A013975,especifico,G075,P068
A013975-1,especifico,G075,P068
A013976,especifico,G075,P068
A013977,especifico,G075,P068
A013978,especifico,G075,P068
A013979,especifico,G075,P068
A013980,especifico,G075,P068
A013981,especifico,G075,P068
A013982,especifico,G075,P068
A013983,especifico,G075,P068
A013984,especifico,G075,P068
A013984-1,especifico,G075,P068
A013985,especifico,G075,P068
A013986,especifico,G075,P068
A013987,especifico,G075,P068
A013988,especifico,G075,P068
A013988-1,especifico,G075,P068
A013989,especifico,G075,P068
A013989-1,especifico,G075,P068
A013990,especifico,G075,P068
A013990-1,especifico,G075,P068
A013991,especifico,G075,P068
A013991-1,especifico,G075,P068
A013992,especifico,G075,P068
A013992-1,especifico,G075,P068
A013993,especifico,G075,P068
A013994,especifico,G075,P068
A013995,especifico,G075,P068
A013996,especifico,G075,P068
A013997,especifico,G075,P068
A013998,especifico,G075,P068
A013999,especifico,G075,P068
A014000,especifico,G075,P068
A014001,especifico,G075,P068
A014002,especifico,G075,P068
A014003,especifico,G075,P068
A014004,especifico,G075,P068
A014005,especifico,G075,P068
A014006,especifico,G075,P068
A014007,especifico,G075,P068
A014007-1,especifico,G075,P068
A014008,especifico,G075,P068
A014009,especifico,G075,P068
A014010,especifico,G075,P068
A014011,especifico,G075,P068
A014012,especifico,G075,P068
A014013,especifico,G075,P068
A014014,especifico,G075,P068
A014015,especifico,G075,P068
A014016,especifico,G075,P068
A014017,especifico,G075,P068
A014018,especifico,G075,P068
A014019,especifico,G075,P068
A014022,especifico,G075,P068
A014023,especifico,G075,P068
A014024,especifico,G075,P068
A014024-1,especifico,G075,P068
A014025,especifico,G075,P068
A014026,especifico,G075,P068
A014027,especifico,G075,P068
A014028,especifico,G075,P068
A014029,especifico,G075,P068
A014030,especifico,G075,P068
A014031,especifico,G075,P068
A014032,especifico,G075,P068
A014033,especifico,G075,P068
A014034,especifico,G075,P068
A014035,especifico,G075,P068
A014035-1,especifico,G075,P068
A014036,especifico,G075,P068
A014036-1,especifico,G075,P068
A014037,regular,,
A014038,regular,G075,
A014038-1,especifico,G075,P068
A014039,regular,,
A014040,regular,,
A014041,especifico,G075,P068
A014048,regular,,
A014049,regular,,
A014050,regular,,
A014051,regular,,
A014052,regular,,
A014053,regular,,
A014054,regular,,
A014055,regular,,
A014056,regular,,
A014057,regular,,
A014058,regular,,
A014059,regular,,
A014060,regular,,
A014061,regular,,
A014062,regular,,
A014063,regular,,
A014064,regular,,
A014065,regular,,
A014066,regular,,
A014067,regular,,
A014068,regular,,
A014069,regular,,
A014070,regular,,
A014071,regular,,
A014072,regular,,
A014073,regular,,
A014074,regular,,
A014075,regular,,
A014077,especifico,G075,P068
A014078,especifico,G075,P068
A014079,regular,,
A014080,regular,,
A014081,regular,,
A014082,especifico,G075,P068
A014083,especifico,G075,P068
A014084,especifico,G075,P068
A014085,regular,,
A014086,regular,,
A014090,regular,,
A014091,regular,,
A014092,regular,,
A014093,regular,,
A014094,regular,,
A014095,regular,,
A014096,regular,,
A014098,regular,,
A014099,especifico,G075,P016
A014100,especifico,G075,P016
A014101,especifico,G075,P016
A014102,especifico,G075,P068
A014103,especifico,G075,P068
A014104,especifico,G075,P068
A014105,especifico,G075,P068
A014106,especifico,G075,P068
A014107,especifico,G075,P068
A014108,especifico,G075,P068
A014109,especifico,G075,P068
A014110,especifico,G075,P068
A014111,especifico,G075,P068
A014112,especifico,G075,P068
A014113,especifico,G075,P068
A014114,especifico,G075,P068
A014115,especifico,G075,P068
A014116,especifico,G075,P068
A014117,especifico,G075,P068
A014118,especifico,G075,P068
A014119,especifico,G075,P068
A014120,especifico,G075,P068
A014121,especifico,G075,P068
A014122,especifico,G075,P068
A014123,especifico,G075,P068
A014124,especifico,G075,P068
A014125,especifico,G075,P068
A014126,especifico,G075,P068
A014127,especifico,G075,P068
A014128,especifico,G075,P068
A014129,especifico,G075,P068
A014130,especifico,G075,P068
A014131,especifico,G075,P068
A014132,especifico,G075,P068
A014133,especifico,G075,P068
A014134,especifico,G075,P068
A014135,especifico,G075,P068
A014136,especifico,G075,P068
A014137,especifico,G075,P068
A014138,especifico,G075,P068
A014139,especifico,G075,P068
A014140,especifico,G075,P068
A014141,especifico,G075,P068
A014142,especifico,G075,P068
A014143,especifico,G075,P068
A014144,especifico,G075,P068
A014145,especifico,G075,P068
A014146,especifico,G075,P068
A014147,especifico,G075,P068
A014148,especifico,G075,P068
A014149,especifico,G075,P068
A014150,especifico,G075,P068
A014151,especifico,G075,P068
A014152,especifico,G075,P068
A014153,especifico,G075,P068
A014154,especifico,G075,P068
A014155,especifico,G075,P068
A014156,especifico,G075,P068
A014157,especifico,G075,P068
A014158,especifico,G075,P068
A014159,especifico,G075,P068
A014160,especifico,G075,P068
A014161,especifico,G075,P068
A014162,especifico,G075,P068
A014163,especifico,G075,P068
A014164,especifico,G075,P068
A014165,especifico,G075,P068
A014166,especifico,G075,P068
A014167,especifico,G075,P068
A014168,especifico,G075,P068
A014169,especifico,G075,P068
A014170,especifico,G075,P068
A014171,especifico,G075,P068
A014172,especifico,G075,P068
A014173,especifico,G075,P068
A014174,especifico,G075,P068
A014175,especifico,G075,P068
A014176,especifico,G075,P068
A014177,especifico,G075,P068
A014178,especifico,G075,P068
A014179,especifico,G075,P068
A014180,especifico,G075,P068
A014181,regular,,
A014182,especifico,G075,P016
A014183,especifico,G075,P016
A014184,especifico,G075,P016
A014185,especifico,G075,P016
A014186,especifico,G075,P068
A014187,especifico,G075,P068
A014188,especifico,G075,P068
A014189,especifico,G075,P068
A014190,especifico,G075,P068
A014191,especifico,G075,P068
A014192,especifico,G075,P068
A014193,especifico,G075,P068
A014194,especifico,G075,P068
A014195,especifico,G075,P068
A014196,especifico,G075,P068
A014197,especifico,G075,P068
A014198,especifico,G075,P068
A014199,especifico,G075,P068
A014200,especifico,G075,P068
A014201,especifico,G075,P068
A014202,especifico,G075,P068
A014203,especifico,G075,P068
A014204,especifico,G075,P068
A014205,especifico,G075,P068
A014206,especifico,G075,P068
A014207,especifico,G075,P068
A014208,especifico,G075,P068
A014209,especifico,G075,P068
A014210,especifico,G075,P068
A014211,especifico,G075,P068
A014212,especifico,G075,P068
A014213,especifico,G075,P068
A014214,especifico,G075,P068
A014215,especifico,G075,P068
A014216,especifico,G075,P068
A014217,especifico,G075,P068
A014218,especifico,G075,P068
A014219,especifico,G075,P068
A014220,especifico,G075,P068
A014221,especifico,G075,P068
A014222,especifico,G075,P068
A014223,especifico,G075,P068
A014224,especifico,G075,P068
A014225,especifico,G075,P068
A014226,especifico,G075,P068
A014227,especifico,G075,P068
A014228,especifico,G075,P068
A014229,especifico,G075,P068
A014230,especifico,G075,P068
A014231,especifico,G075,P068
A014232,especifico,G075,P068
A014233,especifico,G075,P068
A014234,especifico,G075,P068
A014235,especifico,G075,P068
A014236,especifico,G075,P068
A014237,especifico,G075,P068
A014238,especifico,G075,P068
A014239,especifico,G075,P068
A014240,especifico,G075,P068
A014241,especifico,G075,P068
A014242,especifico,G075,P068
A014243,especifico,G075,P068
A014244,especifico,G075,P068
A014245,especifico,G075,P068
A014246,especifico,G075,P068
A014247,especifico,G075,P068
A014248,especifico,G075,P068
A014249,especifico,G075,P068
A014250,especifico,G075,P068
A014251,especifico,G075,P068
A014252,especifico,G075,P068
A014253,especifico,G075,P068
A014254,especifico,G075,P068
A014255,especifico,G075,P068
A014256,especifico,G075,P068
A014257,especifico,G075,P068
A014258,especifico,G075,P068
A014259,especifico,G075,P068
A014260,especifico,G075,P068
A014261,especifico,G075,P068
A014262,especifico,G075,P068
A014263,especifico,G075,P068
A014264,especifico,G075,P068
A014265,especifico,G075,P068
A014266,especifico,G075,P068
