"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","metodo_pago","monto","id_viaje","id_deuda","periodo_fact_c_diaria","metodo_pago_general"
A015074,2024-11-02,NECESIDAD,consumible,consumible_7339,NECESIDAD3,credito_1,-4286.76,,,202411,credito
A015075,2024-11-02,NECESIDAD,consumible,consumible_5575,NECESIDAD7,credito_1,-1923.6,,,202411,credito
A015076,2024-11-03,NECESIDAD,consumible,consumible_5770,NECESIDAD2,credito_1,-2050.5,,,202411,credito
A015077,2024-11-03,NECESIDAD,consumible,consumible_5493,NECESIDAD9,credito_1,-1690.9499999999998,,,202411,credito
A015078,2024-11-04,LIBRE,consumible,consumible_2430,LIBRE9,credito_1,-4095.0,,,202411,credito
A015079,2024-11-10,LIBRE,consumible,consumible_4949,LIBRE10,credito_1,-14286.48,,,202411,credito
A015080,2024-11-10,NECESIDAD,consumible,consumible_6995,NECESIDAD7,credito_1,-19406.895,,,202411,credito
A015081,2024-11-10,NECESIDAD,necesidad,necesidad_10,NECESIDAD8,credito_1,-28061.475000000002,,,202411,credito
A015082,2024-11-10,NECESIDAD,consumible,consumible_5305,NECESIDAD7,credito_1,-10463.265000000001,,,202411,credito
A015083,2024-11-10,LIBRE,consumible,consumible_3313,LIBRE6,credito_1,-9171.0,,,202411,credito
A015084,2024-11-10,RECREACION,transporte,transporte_2,RECREACION7,credito_1,-6915.0,,,202411,credito
A015085,2024-11-11,NECESIDAD,necesidad,necesidad_11,NECESIDAD8,credito_1,-30935.055,,,202411,credito
A015086,2024-11-12,P.FORMAL,educacion,educacion_5183,P.FORMAL2,credito_1,-20580.015,,,202411,credito
A015087,2024-11-12,P.FORMAL,educacion,educacion_5188,P.FORMAL7,credito_1,-34904.205,,,202411,credito
A015088,2024-11-12,P.VIAJE,transporte,transporte_18,P.VIAJE9,credito_1,-113934.0,V141,,202411,credito
A015089,2024-11-12,SUSCRIPCION,hogar,hogar_8920,SUSCRIPCION8,credito_1,-51330.0,,,202411,credito
A015090,2024-11-12,NECESIDAD,consumible,consumible_5492,NECESIDAD10,credito_1,-1627.5,,,202411,credito
A015091,2024-11-12,LIBRE,consumible,consumible_2988,LIBRE1,credito_1,-1627.5,,,202411,credito
A015092,2024-11-13,SUSCRIPCION,gustos,gustos_9365,SUSCRIPCION3,credito_1,-3312.45,,,202411,credito
A015093,2024-11-13,INGRESO,transaccion,monedero,INGRESO4,efectivo,14094.0,,,202411,efectivo
A015094,2024-11-13,NECESIDAD,consumible,consumible_4593,NECESIDAD9,credito_1,-6492.0,,,202411,credito
A015095,2024-11-13,NECESIDAD,consumible,consumible_5329,NECESIDAD3,credito_1,-3313.86,,,202411,credito
A015096,2024-11-13,NECESIDAD,consumible,consumible_6014,NECESIDAD8,credito_1,-4870.5,,,202411,credito
A015097,2024-11-13,NECESIDAD,consumible,consumible_4304,NECESIDAD8,credito_1,-6153.6,,,202411,credito
A015098,2024-11-13,NECESIDAD,consumible,consumible_6641,NECESIDAD1,credito_1,-7301.34,,,202411,credito
A015099,2024-11-13,NECESIDAD,consumible,consumible_5818,NECESIDAD4,credito_1,-1972.9499999999998,,,202411,credito
A015100,2024-11-13,NECESIDAD,consumible,consumible_6985,NECESIDAD7,credito_1,-2174.58,,,202411,credito
A015101,2024-11-13,NECESIDAD,consumible,consumible_7612,NECESIDAD10,credito_1,-4379.115,,,202411,credito
A015102,2024-11-13,NECESIDAD,consumible,consumible_7338,NECESIDAD4,credito_1,-4379.115,,,202411,credito
A015103,2024-11-13,NECESIDAD,consumible,consumible_5574,NECESIDAD8,credito_1,-1323.645,,,202411,credito
A015104,2024-11-13,NECESIDAD,consumible,consumible_6140,NECESIDAD2,credito_1,-2042.04,,,202411,credito
A015105,2024-11-13,NECESIDAD,consumible,consumible_4715,NECESIDAD7,credito_1,-1278.525,,,202411,credito
A015106,2024-11-13,NECESIDAD,consumible,consumible_6482,NECESIDAD10,credito_1,-835.785,,,202411,credito
A015107,2024-11-13,NECESIDAD,consumible,consumible_6917,NECESIDAD5,credito_1,-3883.5,,,202411,credito
A015108,2024-11-13,LIBRE,transaccion,transaccion_10,LIBRE10,efectivo,-1063.5,,,202411,efectivo
A015109,2024-11-14,SUSCRIPCION,hogar,hogar_8919,SUSCRIPCION9,credito_1,-14035.5,,,202411,credito
A015110,2024-11-14,P.GUSTOS,gustos,"2.gustos_14",P.GUSTOS7,credito_1,-96943.5,,,202411,credito
A015111,2024-11-15,RECREACION,consumible,consumible_10495,RECREACION5,credito_1,-5364.0,,,202411,credito
A015112,2024-11-15,RECREACION,consumible,consumible_10290,RECREACION10,credito_1,-7690.5,,,202411,credito
A015113,2024-11-15,RECREACION,consumible,consumible_13980,RECREACION10,credito_1,-11286.0,,,202411,credito
A015114,2024-11-15,RECREACION,recreacion,recreacion_12,RECREACION3,credito_1,-3178.5,,,202411,credito
A015115,2024-11-15,RECREACION,transporte,transporte_17,RECREACION3,credito_1,-5646.0,,,202411,credito
A015116,2024-11-20,NECESIDAD,consumible,consumible_7609,NECESIDAD3,credito_1,-4188.765,,,202411,credito
A015117,2024-11-20,NECESIDAD,consumible,consumible_6138,NECESIDAD4,credito_1,-1980.7050000000002,,,202411,credito
A015118,2024-11-20,NECESIDAD,consumible,consumible_5573,NECESIDAD9,credito_1,-807.5849999999999,,,202411,credito
A015119,2024-11-20,NECESIDAD,consumible,consumible_5221,NECESIDAD1,credito_1,-370.485,,,202411,credito
A015120,2024-11-20,NECESIDAD,consumible,consumible_6967,NECESIDAD5,credito_1,-1829.1299999999999,,,202411,credito
A015121,2024-11-20,NECESIDAD,consumible,consumible_8141,NECESIDAD1,credito_1,-3566.25,,,202411,credito
A015122,2024-11-20,NECESIDAD,consumible,consumible_8005,NECESIDAD7,credito_1,-13399.59,,,202411,credito
A015123,2024-11-20,NECESIDAD,consumible,consumible_5134,NECESIDAD8,credito_1,-1662.75,,,202411,credito
A015124,2024-11-20,NECESIDAD,consumible,consumible_5778,NECESIDAD4,credito_1,-1874.25,,,202411,credito
A015125,2024-11-20,NECESIDAD,consumible,consumible_8352,NECESIDAD10,credito_1,-6315.75,,,202411,credito
A015126,2024-11-20,NECESIDAD,consumible,consumible_6371,NECESIDAD1,credito_1,-13061.19,,,202411,credito
A015127,2024-11-20,NECESIDAD,consumible,consumible_5860,NECESIDAD2,credito_1,-4233.885,,,202411,credito
A015128,2024-11-20,NECESIDAD,consumible,consumible_5057,NECESIDAD5,credito_1,-8346.15,,,202411,credito
A015129,2024-11-21,LIBRE,deuda,deuda: nombre_18,LIBRE9,credito_1,-18688.5,,D183,202411,credito
A015130,2024-11-22,NECESIDAD,consumible,consumible_5491,NECESIDAD1,credito_1,-1627.5,,,202411,credito
A015131,2024-11-22,LIBRE,deuda,deuda: nombre_19,LIBRE10,debito_1,19029.0,,D183,202411,debito
A015132,2024-11-23,NECESIDAD,consumible,consumible_5572,NECESIDAD10,credito_1,-469.185,,,202411,credito
A015133,2024-11-23,NECESIDAD,consumible,consumible_6481,NECESIDAD1,credito_1,-722.985,,,202411,credito
A015134,2024-11-23,NECESIDAD,consumible,consumible_4395,NECESIDAD7,credito_1,-1169.25,,,202411,credito
A015135,2024-11-23,NECESIDAD,consumible,consumible_6951,NECESIDAD1,credito_1,-1305.315,,,202411,credito
A015136,2024-11-23,NECESIDAD,necesidad,necesidad_2,NECESIDAD9,credito_1,-5328.75,,,202411,credito
A015137,2024-11-23,NECESIDAD,consumible,consumible_7574,NECESIDAD8,credito_1,-2811.8999999999996,,,202411,credito
A015138,2024-11-23,NECESIDAD,consumible,consumible_3612,NECESIDAD10,credito_1,-3664.95,,,202411,credito
A015139,2024-11-23,RECREACION,consumible,consumible_10281,RECREACION9,credito_1,-5293.5,,,202411,credito
A015140,2024-11-23,RECREACION,consumible,consumible_10270,RECREACION10,credito_1,-5293.5,,,202411,credito
A015141,2024-11-23,RECREACION,invitacion,invitacion: nombre_12,RECREACION6,credito_1,-10581.0,,,202411,credito
A015142,2024-11-23,RECREACION,recreacion,recreacion_13,RECREACION4,credito_1,-3531.0,,,202411,credito
A015143,2024-11-23,RECREACION,consumible,consumible_9606,RECREACION4,credito_1,-8466.0,,,202411,credito
A015144,2024-11-23,RECREACION,recreacion,recreacion_14,RECREACION5,credito_1,-4341.75,,,202411,credito
A015145,2024-11-23,RECREACION,consumible,consumible_13660,RECREACION10,efectivo,-2473.5,,,202411,efectivo
A015146,2024-11-23,RECREACION,invitacion,invitacion: nombre_9,RECREACION7,efectivo,-2473.5,,,202411,efectivo
A015147,2024-11-24,RECREACION,transporte,transporte_11,RECREACION5,credito_1,-7756.7699999999995,,,202411,credito
A015148,2024-11-25,NECESIDAD,consumible,consumible_5895,NECESIDAD7,efectivo,-1275.0,,,202411,efectivo
A015149,2024-11-25,INGRESO,inversion,ahorro_9,INGRESO10,debito_1,-19041.0,,,202411,debito
A015150,2024-11-26,SUSCRIPCION,hogar,hogar_8918,SUSCRIPCION10,credito_1,-9163.95,,,202411,credito
A015151,2024-11-26,SUSCRIPCION,inversion,PLS,SUSCRIPCION10,credito_1,-141006.0,,,202411,credito
A015152,2024-11-26,INGRESO,actividad,actividad: nombre_7,INGRESO6,debito_1,140994.0,,,202411,debito
A015153,2024-11-27,LIBRE,consumible,consumible_7013,LIBRE6,credito_1,-6985.5,,,202411,credito
A015154,2024-11-27,LIBRE,consumible,consumible_4604,LIBRE5,credito_1,-2967.0,,,202411,credito
A015155,2024-11-29,DINERO,inversion,loc_1,DINERO1,debito_1,1220023.9949999999,,,202411,debito
A015156,2024-11-29,DINERO,transaccion,transaccion_18,DINERO8,credito_1,1220023.9949999999,,,202411,credito
A015157,2024-11-29,DINERO,transaccion,transaccion_19,DINERO9,debito_1,-1220035.9949999994,,,202411,debito
A015158,2024-11-29,LIBRE,consumible,consumible_2427,LIBRE2,credito_1,-4095.0,,,202411,credito
A015159,2024-11-30,NECESIDAD,consumible,consumible_5899,NECESIDAD3,credito_1,-5117.25,,,202411,credito
A015160,2024-11-30,NECESIDAD,consumible,consumible_4300,NECESIDAD2,credito_1,-6702.09,,,202411,credito
A015161,2024-11-30,NECESIDAD,consumible,consumible_4894,NECESIDAD8,credito_1,-6492.0,,,202411,credito
A015162,2024-11-30,NECESIDAD,consumible,consumible_5346,NECESIDAD6,credito_1,-1056.45,,,202411,credito
A015163,2024-11-30,NECESIDAD,consumible,consumible_5697,NECESIDAD5,credito_1,-4877.549999999999,,,202411,credito
A015164,2024-11-30,NECESIDAD,consumible,consumible_6012,NECESIDAD10,credito_1,-5187.75,,,202411,credito
A015165,2024-11-30,NECESIDAD,consumible,consumible_4187,NECESIDAD5,credito_1,-3495.75,,,202411,credito
A015166,2024-11-30,NECESIDAD,consumible,consumible_6137,NECESIDAD5,credito_1,-2297.25,,,202411,credito
A015167,2024-11-30,NECESIDAD,consumible,consumible_5426,NECESIDAD6,credito_1,-1275.0,,,202411,credito
A015168,2024-11-30,NECESIDAD,consumible,consumible_6861,NECESIDAD1,credito_1,-3855.3,,,202411,credito
A015169,2024-11-30,NECESIDAD,consumible,consumible_6797,NECESIDAD5,credito_1,-1676.85,,,202411,credito
A015170,2024-11-30,NECESIDAD,consumible,consumible_6928,NECESIDAD4,credito_1,-2350.83,,,202411,credito
A015171,2024-11-30,NECESIDAD,consumible,consumible_7025,NECESIDAD7,credito_1,-3413.9700000000003,,,202411,credito
A015172,2024-11-30,NECESIDAD,consumible,consumible_5571,NECESIDAD1,credito_1,-1675.44,,,202411,credito
A015173,2024-11-30,NECESIDAD,consumible,consumible_7743,NECESIDAD9,credito_1,-271.08,,,202411,credito
A015174,2024-11-30,NECESIDAD,consumible,consumible_4712,NECESIDAD10,credito_1,-1103.685,,,202411,credito
A015175,2024-12-01,RECREACION,consumible,consumible_13507,RECREACION3,credito_1,-3601.5,,,202412,credito
A015176,2024-12-01,RECREACION,consumible,consumible_11933,RECREACION7,credito_1,-15445.5,,,202412,credito
A015177,2024-12-01,RECREACION,recreacion,recreacion_15,RECREACION6,credito_1,-2121.0,,,202412,credito
A015178,2024-12-01,RECREACION,consumible,consumible_13396,RECREACION4,efectivo,-1416.0,,,202412,efectivo
A015179,2024-12-01,RECREACION,consumible,consumible_10095,RECREACION5,credito_1,-2685.0,,,202412,credito
A015180,2024-12-01,RECREACION,invitacion,invitacion: nombre_13,RECREACION8,credito_1,-2685.0,,,202412,credito
A015181,2024-12-03,INGRESO,inversion,ahorro_10,INGRESO7,debito_1,19029.0,,,202412,debito
A015182,2024-12-03,DINERO,inversion,loc_1,DINERO4,debito_1,-160041.0,,,202412,debito
A015183,2024-12-03,SUSCRIPCION,hogar,hogar_8917,SUSCRIPCION1,credito_1,-44280.0,,,202412,credito
A015184,2024-12-03,NECESIDAD,consumible,consumible_5894,NECESIDAD8,efectivo,-1275.0,,,202412,efectivo
A015185,2024-12-04,NECESIDAD,consumible,consumible_5490,NECESIDAD2,credito_1,-1627.5,,,202412,credito
A015186,2024-12-04,LIBRE,consumible,consumible_2982,LIBRE7,credito_1,-1627.5,,,202412,credito
A015187,2024-12-05,P.GUSTOS,gustos,"5.gustos_13",P.GUSTOS3,credito_1,-109281.0,,,202412,credito
A015188,2024-12-05,NECESIDAD,necesidad,necesidad_18,NECESIDAD6,credito_1,-9453.0,,,202412,credito
A015189,2024-12-05,NECESIDAD,necesidad,necesidad_19,NECESIDAD5,credito_1,-10369.5,,,202412,credito
A015190,2024-12-05,NECESIDAD,necesidad,necesidad_12,NECESIDAD6,credito_1,-7902.0,,,202412,credito
A015191,2024-12-07,LIBRE,recreacion,recreacion_10,LIBRE7,credito_1,-2473.5,,,202412,credito
A015192,2024-12-09,NECESIDAD,consumible,consumible_4588,NECESIDAD4,credito_1,-5145.450000000001,,,202412,credito
A015193,2024-12-09,NECESIDAD,consumible,consumible_8138,NECESIDAD4,credito_1,-3531.0,,,202412,credito
A015194,2024-12-09,NECESIDAD,consumible,consumible_4943,NECESIDAD9,credito_1,-8032.424999999999,,,202412,credito
A015195,2024-12-09,NECESIDAD,consumible,consumible_6639,NECESIDAD3,credito_1,-7125.09,,,202412,credito
A015196,2024-12-09,NECESIDAD,consumible,consumible_6344,NECESIDAD8,credito_1,-2184.45,,,202412,credito
A015197,2024-12-09,NECESIDAD,consumible,consumible_6549,NECESIDAD3,credito_1,-460.725,,,202412,credito
A015198,2024-12-09,NECESIDAD,consumible,consumible_4167,NECESIDAD5,credito_1,-1980.0,,,202412,credito
A015199,2024-12-09,NECESIDAD,consumible,consumible_6133,NECESIDAD9,credito_1,-1893.285,,,202412,credito
A015200,2024-12-09,NECESIDAD,consumible,consumible_7335,NECESIDAD7,credito_1,-4347.39,,,202412,credito
A015201,2024-12-09,NECESIDAD,consumible,consumible_6906,NECESIDAD6,credito_1,-2383.2599999999998,,,202412,credito
A015202,2024-12-09,HOGAR,hogar,hogar2001,HOGAR5,credito_1,-1416.0,,,202412,credito
A015203,2024-12-09,NECESIDAD,consumible,consumible_6480,NECESIDAD2,credito_1,-680.6850000000001,,,202412,credito
A015204,2024-12-09,NECESIDAD,consumible,consumible_7023,NECESIDAD9,credito_1,-1597.185,,,202412,credito
A015205,2024-12-09,NECESIDAD,consumible,consumible_3607,NECESIDAD5,credito_1,-3523.95,,,202412,credito
A015206,2024-12-09,NECESIDAD,consumible,consumible_6915,NECESIDAD7,credito_1,-3735.45,,,202412,credito
A015207,2024-12-09,NECESIDAD,consumible,consumible_3519,NECESIDAD3,credito_1,-3023.3999999999996,,,202412,credito
A015208,2024-12-09,LIBRE,consumible,consumible_3747,LIBRE2,credito_1,-10651.5,,,202412,credito
A015209,2024-12-09,LIBRE,consumible,consumible_6680,LIBRE9,credito_1,-1733.25,,,202412,credito
A015210,2024-12-09,LIBRE,regalo,regalo_18,LIBRE9,credito_1,-1416.0,,,202412,credito
A015211,2024-12-10,NECESIDAD,necesidad,necesidad_12,NECESIDAD9,credito_1,-30935.055,,,202412,credito
A015212,2024-12-11,HOGAR,hogar,hogar1799,HOGAR3,credito_1,-1521.75,,,202412,credito
A015213,2024-12-11,LIBRE,consumible,consumible_2673,LIBRE6,credito_1,-2935.2749999999996,,,202412,credito
A015214,2024-12-11,LIBRE,consumible,consumible_4927,LIBRE2,credito_1,-4941.0,,,202412,credito
A015215,2024-12-11,NECESIDAD,consumible,consumible_8101,NECESIDAD1,credito_1,-5145.450000000001,,,202412,credito
A015216,2024-12-11,NECESIDAD,consumible,consumible_5890,NECESIDAD2,credito_1,-5998.5,,,202412,credito
A015217,2024-12-11,NECESIDAD,consumible,consumible_8350,NECESIDAD2,credito_1,-6351.0,,,202412,credito
A015218,2024-12-11,NECESIDAD,consumible,consumible_5563,NECESIDAD9,credito_1,-2438.955,,,202412,credito
A015219,2024-12-13,SUSCRIPCION,gustos,gustos_9364,SUSCRIPCION4,credito_1,-3241.245,,,202412,credito
A015220,2024-12-14,SUSCRIPCION,hogar,hogar_8916,SUSCRIPCION2,credito_1,-14035.5,,,202412,credito
A015221,2024-12-14,RECREACION,transporte,transporte_12,RECREACION10,credito_1,-9946.5,,,202412,credito
A015222,2024-12-14,RECREACION,consumible,consumible_9916,RECREACION4,credito_1,-10299.0,,,202412,credito
A015223,2024-12-14,LIBRE,consumible,consumible_2908,LIBRE1,credito_1,-1408.9499999999998,,,202412,credito
A015224,2024-12-14,RECREACION,recreacion,recreacion_6,RECREACION2,efectivo,-7056.0,,,202412,efectivo
A015225,2024-12-14,RECREACION,transporte,transporte_3,RECREACION9,credito_1,-9594.0,,,202412,credito
A015226,2024-12-14,LIBRE,transaccion,transaccion_8,LIBRE10,efectivo,64.5,,,202412,efectivo
A015227,2024-12-16,P.VIAJE,transporte,transporte_3,P.VIAJE8,credito_1,-175692.0,V142,,202412,credito
A015228,2024-12-16,INGRESO,transaccion,monedero,INGRESO5,efectivo,7044.0,,,202412,efectivo
A015229,2024-12-16,LIBRE,consumible,consumible_6357,LIBRE2,credito_1,-2191.5,,,202412,credito
A015230,2024-12-16,LIBRE,consumible,consumible_2979,LIBRE10,credito_1,-1627.5,,,202412,credito
A015231,2024-12-16,NECESIDAD,consumible,consumible_5489,NECESIDAD3,credito_1,-2050.5,,,202412,credito
A015232,2024-12-17,P.VIAJE,necesidad,necesidad_15,P.VIAJE2,credito_1,-112655.12999999999,V142,,202412,credito
A015233,2024-12-17,LIBRE,consumible,consumible_2523,LIBRE6,credito_1,-13836.69,,,202412,credito
A015234,2024-12-19,LIBRE,gustos,gustos_791,LIBRE8,efectivo,-1451.25,,,202412,efectivo
A015235,2024-12-19,LIBRE,gustos,gustos_792,LIBRE7,efectivo,-3178.5,,,202412,efectivo
A015236,2024-12-19,RECREACION,invitacion,invitacion: nombre_6,RECREACION9,credito_1,-1909.5,,,202412,credito
A015237,2024-12-19,RECREACION,consumible,consumible_13355,RECREACION5,credito_1,-2755.5,,,202412,credito
A015238,2024-12-19,RECREACION,transporte,transporte_16,RECREACION1,credito_1,-5787.0,,,202412,credito
A015239,2024-12-21,RECREACION,invitacion,invitacion: nombre_17,RECREACION10,credito_1,-7690.5,,,202412,credito
A015240,2024-12-21,RECREACION,consumible,consumible_12123,RECREACION7,credito_1,-5082.0,,,202412,credito
A015241,2024-12-21,RECREACION,consumible,consumible_13694,RECREACION6,credito_1,-2614.5,,,202412,credito
A015242,2024-12-21,RECREACION,recreacion,recreacion_16,RECREACION7,credito_1,-2262.0,,,202412,credito
A015243,2024-12-22,LIBRE,consumible,consumible_2189,LIBRE10,credito_1,-7056.0,,,202412,credito
A015244,2024-12-22,LIBRE,consumible,consumible_4264,LIBRE5,credito_1,-3460.5,,,202412,credito
A015245,2024-12-23,NECESIDAD,consumible,consumible_5893,NECESIDAD9,efectivo,-1275.0,,,202412,efectivo
A015246,2024-12-23,NECESIDAD,consumible,consumible_4296,NECESIDAD6,credito_1,-7464.195000000001,,,202412,credito
A015247,2024-12-23,NECESIDAD,consumible,consumible_6369,NECESIDAD3,credito_1,-7651.0199999999995,,,202412,credito
A015248,2024-12-23,LIBRE,consumible,consumible_2670,LIBRE9,credito_1,-2935.2749999999996,,,202412,credito
A015249,2024-12-23,NECESIDAD,consumible,consumible_8002,NECESIDAD10,credito_1,-11991.0,,,202412,credito
A015250,2024-12-23,RECREACION,regalo,Envoltura regalos,RECREACION1,credito_1,-2896.5,,,202412,credito
A015251,2024-12-23,NECESIDAD,consumible,consumible_5088,NECESIDAD4,credito_1,-6492.0,,,202412,credito
A015252,2024-12-23,NECESIDAD,consumible,consumible_6859,NECESIDAD3,credito_1,-3968.1000000000004,,,202412,credito
A015253,2024-12-23,NECESIDAD,consumible,consumible_5328,NECESIDAD4,credito_1,-3072.75,,,202412,credito
A015254,2024-12-23,NECESIDAD,consumible,consumible_5696,NECESIDAD6,credito_1,-3249.0,,,202412,credito
A015255,2024-12-23,NECESIDAD,consumible,consumible_6011,NECESIDAD1,credito_1,-5349.9,,,202412,credito
A015256,2024-12-23,NECESIDAD,consumible,consumible_6132,NECESIDAD10,credito_1,-3153.825,,,202412,credito
A015257,2024-12-23,NECESIDAD,consumible,consumible_6479,NECESIDAD3,credito_1,-479.76,,,202412,credito
A015258,2024-12-23,NECESIDAD,consumible,consumible_7021,NECESIDAD1,credito_1,-3404.1000000000004,,,202412,credito
A015259,2024-12-23,NECESIDAD,consumible,consumible_4709,NECESIDAD3,credito_1,-1458.3000000000002,,,202412,credito
A015260,2024-12-23,NECESIDAD,consumible,consumible_5562,NECESIDAD10,credito_1,-1878.48,,,202412,credito
A015261,2024-12-23,RECREACION,regalo,regalo: nombre_12,RECREACION6,credito_1,-2755.5,,,202412,credito
A015262,2024-12-23,RECREACION,regalo,regalo: nombre_6,RECREACION7,credito_1,-8395.5,,,202412,credito
A015263,2024-12-23,RECREACION,regalo,regalo: nombre_19,RECREACION8,credito_1,-6915.0,,,202412,credito
A015264,2024-12-23,RECREACION,regalo,regalo_20,RECREACION6,credito_1,-10792.5,,,202412,credito
A015265,2024-12-23,RECREACION,regalo,regalo_4,RECREACION1,credito_1,-10510.5,,,202412,credito
A015266,2024-12-23,RECREACION,regalo,regalo_19,RECREACION6,credito_1,-2071.65,,,202412,credito
A015267,2024-12-23,RECREACION,regalo,regalo_3,RECREACION10,credito_1,-5258.25,,,202412,credito
A015268,2024-12-23,NECESIDAD,consumible,consumible_6638,NECESIDAD4,credito_1,-7261.155,,,202412,credito
A015269,2024-12-24,DINERO,inversion,loc_1,DINERO4,debito_1,42294.0,,,202412,debito
A015270,2024-12-24,LIBRE,recreacion,recreacion: nombre_7,LIBRE7,debito_1,-7056.0,,,202412,debito
A015271,2024-12-24,RECREACION,regalo,regalo_16,RECREACION8,debito_1,-35256.0,,,202412,debito
A015272,2024-12-24,RECREACION,transporte,transporte_4,RECREACION1,credito_1,-14176.5,,,202412,credito
A015273,2024-12-25,RECREACION,transaccion,transaccion_12,RECREACION3,efectivo,7044.0,,,202412,efectivo
A015274,2024-12-26,SUSCRIPCION,hogar,hogar_8914,SUSCRIPCION4,credito_1,-9163.95,,,202412,credito
A015275,2024-12-26,NECESIDAD,necesidad,necesidad_9,NECESIDAD6,credito_1,-16354.95,,,202412,credito
A015276,2024-12-26,LIBRE,consumible,consumible_4906,LIBRE3,credito_1,-6492.0,,,202412,credito
A015277,2024-12-26,NECESIDAD,necesidad,necesidad_19,NECESIDAD5,credito_1,-5082.0,,,202412,credito
A015278,2024-12-26,SUSCRIPCION,inversion,PLS,SUSCRIPCION1,credito_1,-141006.0,,,202412,credito
A015279,2024-12-26,RECREACION,evento,"1.evento_5",RECREACION8,credito_1,-11145.0,,,202412,credito
A015280,2024-12-26,RECREACION,invitacion,invitacion: nombre_16,RECREACION3,credito_1,-11145.0,,,202412,credito
A015281,2024-12-27,HOGAR,hogar,hogar1881,HOGAR5,credito_1,-11709.0,,,202412,credito
A015282,2024-12-27,HOGAR,manualidad,manualidad_13,HOGAR9,credito_1,-9768.84,,,202412,credito
A015283,2024-12-27,RECREACION,recreacion,recreacion_5,RECREACION10,credito_1,-10581.0,,,202412,credito
A015284,2024-12-27,RECREACION,transporte,transporte_17,RECREACION3,credito_1,-7126.5,,,202412,credito
A015285,2024-12-28,RECREACION,regalo,regalo: nombre_7,RECREACION9,credito_1,-43328.25,,,202412,credito
A015286,2024-12-28,NECESIDAD,consumible,consumible_5565,NECESIDAD7,credito_1,-11790.78,,,202412,credito
A015287,2024-12-28,NECESIDAD,consumible,consumible_5815,NECESIDAD7,credito_1,-2085.75,,,202412,credito
A015288,2024-12-28,NECESIDAD,necesidad,necesidad_19,NECESIDAD7,credito_1,-2191.5,,,202412,credito
A015289,2024-12-28,NECESIDAD,consumible,consumible_3859,NECESIDAD3,credito_1,-2121.0,,,202412,credito
A015290,2024-12-28,NECESIDAD,consumible,consumible_6913,NECESIDAD9,credito_1,-3742.5,,,202412,credito
A015291,2024-12-28,NECESIDAD,consumible,consumible_3605,NECESIDAD7,credito_1,-3523.95,,,202412,credito
A015292,2024-12-28,NECESIDAD,consumible,consumible_8135,NECESIDAD7,credito_1,-2755.5,,,202412,credito
A015293,2024-12-28,NECESIDAD,consumible,consumible_4388,NECESIDAD4,credito_1,-1169.25,,,202412,credito
A015294,2024-12-28,NECESIDAD,consumible,consumible_7329,NECESIDAD3,credito_1,-4252.215,,,202412,credito
A015295,2024-12-28,NECESIDAD,consumible,consumible_6879,NECESIDAD3,credito_1,-1178.415,,,202412,credito
A015296,2024-12-28,LIBRE,consumible,consumible_2975,LIBRE4,credito_1,-1627.5,,,202412,credito
A015297,2024-12-28,NECESIDAD,consumible,consumible_5485,NECESIDAD7,credito_1,-1690.9499999999998,,,202412,credito
A015298,2024-12-28,TRANSPORTE,transporte,transporte_8,TRANSPORTE7,efectivo,-1416.0,,,202412,efectivo
A015299,2024-12-28,RECREACION,consumible,consumible_9733,RECREACION7,credito_1,-12343.5,,,202412,credito
A015300,2024-12-28,RECREACION,transporte,transporte_5,RECREACION3,credito_1,-7972.5,,,202412,credito
A015301,2024-12-29,LIBRE,consumible,consumible_3751,LIBRE8,credito_1,-10087.5,,,202412,credito
A015302,2024-12-29,LIBRE,consumible,consumible_6332,LIBRE7,credito_1,-9577.785,,,202412,credito
A015303,2024-12-30,DINERO,inversion,loc_1,DINERO8,debito_1,1111811.43,,,202412,debito
A015304,2024-12-30,DINERO,transaccion,transaccion_20,DINERO10,credito_1,1111811.43,,,202412,credito
A015305,2024-12-30,DINERO,transaccion,transaccion_1,DINERO1,debito_1,-1111823.4300000002,,,202412,debito
A015306,2024-12-30,LIBRE,manualidad,manualidad_14,LIBRE10,credito_1,-2262.0,V141,,202412,credito
A015307,2024-12-30,LIBRE,gustos,gustos_598,LIBRE1,credito_1,-9537.599999999999,,,202412,credito
A015308,2024-12-30,HOGAR,hogar,hogar1985,HOGAR9,credito_1,-111.75,,,202412,credito
A015309,2024-12-30,HOGAR,manualidad,manualidad_2,HOGAR8,credito_1,-1275.0,,,202412,credito
A015310,2024-12-30,HOGAR,hogar,hogar1930,HOGAR4,credito_1,11697.0,,,202412,credito
A015311,2024-12-31,RECREACION,recreacion,recreacion_18,RECREACION1,efectivo,-2121.0,,,202412,efectivo
A015312,2025-01-02,NECESIDAD,consumible,consumible_4585,NECESIDAD7,credito_1,-6830.4,,,202501,credito
A015313,2025-01-02,NECESIDAD,consumible,consumible_6109,NECESIDAD3,credito_1,-4729.5,,,202501,credito
A015314,2025-01-02,NECESIDAD,consumible,consumible_6131,NECESIDAD1,credito_1,-1801.635,,,202501,credito
A015315,2025-01-02,NECESIDAD,consumible,consumible_7019,NECESIDAD3,credito_1,-630.63,,,202501,credito
A015316,2025-01-02,NECESIDAD,consumible,consumible_6856,NECESIDAD6,credito_1,-1337.04,,,202501,credito
