id,fecha,clave,descripcion,lugar_de_uso,monto,id_viaje,moneda,tipo_cambio,periodo_fact_c_diaria
A015680,16/04/2025,evento,evento_5624,P.VIAJE6,-10581,V143,Yen Japones,68408,202504
A004881,23/03/2019,deuda,deuda: nombre_16,P.VIAJE4,1404,V052,Dolar Americano,678.23,201903
A013141,04/01/2024,hogar,hogar_5035,P.VIAJE5,-15798,V113,Euro,971.33,202401
A013419,19/02/2024,deuda,deuda: nombre_13,P.VIAJE10,-41670.795,V117,Euro,1040.03,202402
A013659-1,27/03/2024,deuda,deuda: nombre_1,P.VIAJE7,-17687.4,V114,Euro,1059.13,202403
A005827,03/10/2019,transporte,transporte_11,P.VIAJE4,-5950.56,V066,Euro,785.21,201910
A013794,10/04/2024,consumible,consumible_10408,P.VIAJE2,-12615.9825,V116,Yen Japones,62263,202404
A013798,10/04/2024,deuda,deuda: nombre_14,P.VIAJE7,-88262.13,V116,Yen Japones,62263,202404
A011026,20/12/2022,hogar,hogar: nombre_15,P.VIAJE9,-56406,V100,Euro,939.88,202212
A001075,04/06/2016,consumible,consumible_8416,P.VIAJE4,-7056,V010,Euro,775.58,201606
A008713,23/10/2021,consumible,consumible_8404,P.VIAJE6,-9876,V083,Yen Japones,71769,202110
A014201,03/05/2024,deuda,deuda: nombre_16,P.VIAJE10,967.9575,V116,Yen Japones,61354,202405
A014173,03/05/2024,deuda,deuda: nombre_17,P.VIAJE3,2607.435,V132,Euro,1009.94,202405
A011044,27/12/2022,consumible,consumible_8076,P.VIAJE4,-27501,V100,Euro,922.74,202212
A013816,12/04/2024,consumible,consumible_9831,P.VIAJE9,-5635.7775,V119,Euro,1026.29,202404
A003022,18/11/2017,consumible,consumible_7621,P.VIAJE9,-16131.465,V032,Dolar Americano,625.92,201711
A013019,04/12/2023,regalo,regalo: nombre_19,P.VIAJE1,-11991,V110,Euro,939.1,202312
A011936,30/05/2023,hogar,hogar_4944,P.VIAJE6,-14670,V101,Euro,863.26,202305
A015894,04/07/2025,deuda,deuda: nombre_19,P.VIAJE7,23964,V144,Euro,1096.04,202507
A013903,18/04/2024,transporte,transporte_4,P.VIAJE9,-2768.895,V122,Yen Japones,62440,202404
A011897,23/05/2023,hogar,hogar_5048,P.VIAJE2,-5434.5,V101,Euro,864.35,202305
A014013,26/04/2024,deuda,deuda: nombre_7,P.VIAJE10,-1827.72,V132,Euro,1014.49,202404
A008757,31/10/2021,regalo,regalo: nombre_17,P.VIAJE8,-10581,V084,Dolar Americano,813.2,202110
A001427,24/09/2016,necesidad,necesidad_16,P.VIAJE10,-8853.045,V013,Dolar Americano,660.25,201609
A001083,05/06/2016,consumible,consumible_11130,P.VIAJE10,-1980,V010,Euro,775.58,201606
A014747,11/08/2024,consumible,consumible_7476,P.VIAJE4,-3002.25,V139,Euro,1017.4,202408
A014188,03/05/2024,deuda,deuda: nombre_20,P.VIAJE7,615.81,V116,Yen Japones,61354,202405
A003303,17/01/2018,deuda,deuda: nombre_10,P.VIAJE9,-94891.95,V047,Dolar Americano,606.54,201801
A013787,09/04/2024,consumible,consumible_6972,P.VIAJE8,-345.105,V116,Yen Japones,61984,202404
A015683,16/04/2025,regalo,regalo: nombre_12,P.VIAJE4,-10581,V143,Yen Japones,68408,202504
A013649,27/03/2024,hogar,hogar: nombre_14,P.VIAJE6,-42729,V114,Euro,1059.13,202403
A013570,12/03/2024,deuda,deuda: nombre_15,P.VIAJE5,-12279.345,V124,Euro,1043.91,202403
A014285,03/05/2024,deuda,deuda: nombre_1,P.VIAJE4,804.75,V129,Yen Japones,61354,202405
A006009,01/11/2019,deuda,deuda: nombre_9,P.VIAJE8,-480566.43,V074,Euro,826.88,201911
A014277,03/05/2024,deuda,deuda: nombre_10,P.VIAJE6,3957.1575,V127,Yen Japones,61354,202405
A013566,12/03/2024,deuda,deuda: nombre_11,P.VIAJE3,-20826.06,V122,Yen Japones,64704,202403
A015696,18/04/2025,gustos,3.gustos_19,P.VIAJE7,-14740.5,V143,Yen Japones,67892,202504
A013704,02/04/2024,deuda,deuda: nombre_6,P.VIAJE6,19512.63,V120,Dolar Americano,974.2,202404
A013546,11/03/2024,evento,evento_5816,P.VIAJE4,-26031.075,V119,Euro,1055.89,202403
A014636,25/07/2024,consumible,consumible_10398,P.VIAJE2,-5776.425,V138,Euro,1029.42,202407
A013958,21/04/2024,consumible,consumible_10792,P.VIAJE8,-17189.67,V125,Dolar Americano,954.44,202404
A004870,22/03/2019,consumible,consumible_8354,P.VIAJE6,-14106,V052,Dolar Americano,678.23,201903
A011095,08/01/2023,regalo,regalo: nombre_11,P.VIAJE10,-7056,V100,Euro,895.09,202301
A003891,22/06/2018,transporte,transporte_18,P.VIAJE6,-605.25,V047,Dolar Americano,638.14,201806
A015653,13/04/2025,regalo,regalo: nombre_18,P.VIAJE6,-26020.5,V143,Yen Japones,67595,202504
A013974,22/04/2024,deuda,deuda: nombre_7,P.VIAJE5,-1298.97,V127,Yen Japones,61453,202404
A004909,25/03/2019,deuda,deuda: nombre_18,P.VIAJE6,-5434.5,V052,Dolar Americano,679.38,201903
A004904,25/03/2019,consumible,consumible_9796,P.VIAJE4,-4941,V052,Dolar Americano,679.38,201903
A014229,03/05/2024,deuda,deuda: nombre_20,P.VIAJE8,1878.465,V119,Euro,1009.94,202405
A005705,21/09/2019,consumible,consumible_10054,P.VIAJE6,-841.425,V064,Yen Japones,66683,201909
A013951-1,20/04/2024,deuda,deuda: nombre_14,P.VIAJE2,-5852.9175,V123,Dolar Americano,954.44,202404
A001447,25/09/2016,necesidad,necesidad_12,P.VIAJE6,-11202.81,V013,Dolar Americano,660.25,201609
A003771,26/05/2018,consumible,consumible_11440,P.VIAJE10,-4024.5,V046,Yen Japones,57111,201805
A010841,17/11/2022,regalo,regalo: nombre_1,P.VIAJE5,-13048.5,V099,Euro,954.42,202211
A013809,11/04/2024,recreacion,recreacion_11,P.VIAJE7,-2516.1525,V118,Dolar Americano,954.7,202404
A006287,30/12/2019,transporte,transporte_1,P.VIAJE4,-13683,V075,Dolar Americano,752.08,201912
A013244,13/01/2024,deuda,deuda: nombre_18,P.VIAJE1,-166985.955,V116,Yen Japones,62754,202401
A007230,20/09/2020,transporte,transporte: nombre_11,P.VIAJE4,10569,V080,Yen Japones,72963,202009
A000266,29/08/2015,consumible,consumible_11627,P.VIAJE3,-1768.5,V003,Dolar Americano,691.07,201508
A014107,03/05/2024,deuda,deuda: nombre_12,P.VIAJE5,3747.42,V119,Euro,1009.94,202405
A014637,27/07/2024,hogar,hogar_5072,P.VIAJE8,-1557,V138,Euro,1033.8,202407
A013217,12/01/2024,transporte,transporte_11,P.VIAJE5,-71281.5,V123,Dolar Americano,909.5,202401
A005721,22/09/2019,consumible,consumible_8394,P.VIAJE6,-887.25,V064,Yen Japones,66683,201909
A011940,30/05/2023,recreacion,recreacion_5,P.VIAJE4,-3531,V101,Euro,863.26,202305
A014744,11/08/2024,deuda,deuda: nombre_13,P.VIAJE9,-8395.5,V139,Euro,1017.4,202408
A005944,22/10/2019,deuda,deuda: nombre_19,RECREACION4,-711,V068,Dolar Americano,723.8,201910
A013492,03/03/2024,necesidad,necesidad_9,P.VIAJE10,-18335.295,V115,Dolar Americano,964.32,202403
A014005,25/04/2024,deuda,deuda: nombre_12,P.VIAJE5,-9778.71,V131,Dolar Americano,948.83,202404
A008744,30/10/2021,gustos,gustos_5182,P.VIAJE8,-1063.5,V084,Dolar Americano,813.2,202110
A013882,16/04/2024,consumible,consumible_9591,P.VIAJE9,-576.345,V122,Yen Japones,63334,202404
A013523,11/03/2024,deuda,deuda: nombre_13,P.VIAJE10,-37777.08,V119,Euro,1055.89,202403
A014227,03/05/2024,deuda,deuda: nombre_17,P.VIAJE6,5522.2575,V119,Euro,1009.94,202405
A013225,12/01/2024,transporte,transporte_19,P.VIAJE1,-35931.39,V133,Euro,995.81,202401
A013064,15/12/2023,consumible,consumible_9982,P.VIAJE8,-2473.5,V113,Euro,947.19,202312
A011071,03/01/2023,manualidad,manualidad_14,P.VIAJE7,-13753.5,V100,Euro,909.83,202301
A009470,15/05/2022,regalo,regalo: nombre_5,P.VIAJE9,-17278.5,V086,Euro,895.19,202205
A001506,14/10/2016,evento,evento_5908,P.VIAJE2,-81800.805,V021,Euro,735.8,201610
A000220,09/08/2015,transporte,transporte_2,P.VIAJE10,-7761,V002,Dolar Americano,678,201508
A003145,10/12/2017,transporte,transporte_13,P.VIAJE2,-45478.5,V038,Euro,771.25,201712
A009454,14/05/2022,consumible,consumible_9756,P.VIAJE4,-12086.175,V086,Euro,895.19,202205
A010846,20/11/2022,transporte,transporte_20,P.VIAJE1,-135436.5,V100,Euro,970.32,202211
A010998,15/12/2022,consumible,consumible_10069,P.VIAJE1,-6386.25,V100,Euro,932.38,202212
A013168,09/01/2024,consumible,consumible_7787,P.VIAJE3,-781.5,V113,Euro,1002.57,202401
A005823,03/10/2019,consumible,consumible_10948,P.VIAJE2,-3883.5,V066,Euro,785.21,201910
A005697,21/09/2019,consumible,consumible_7175,P.VIAJE5,-5263.89,V064,Yen Japones,66683,201909
A003909,23/06/2018,deuda,deuda: nombre_14,P.VIAJE3,-1416,V047,Dolar Americano,638.14,201806
A003322,23/01/2018,deuda,deuda: nombre_12,P.VIAJE10,67321.5,V047,Dolar Americano,608.99,201801
A004911,26/03/2019,transporte,transporte: nombre_4,P.VIAJE2,11344.5,V052,Dolar Americano,680.19,201903
A015625,09/04/2025,evento,evento_5684,P.VIAJE6,-95498.25,V143,Yen Japones,66340,202504
A013759,07/04/2024,transporte,transporte_3,P.VIAJE1,-21720,V115,Dolar Americano,948.15,202404
A011933,30/05/2023,hogar,hogar_4775,P.VIAJE5,-4588.5,V101,Euro,863.26,202305
A010514,01/10/2022,consumible,consumible_7211,P.VIAJE9,-1416,V095,Euro,947.2,202210
A013154,07/01/2024,consumible,consumible_8244,P.VIAJE6,-15516,V113,Euro,973.31,202401
A014657,29/07/2024,recreacion,recreacion: nombre_3,P.VIAJE9,-7056,V138,Euro,1034.62,202407
A013561,12/03/2024,evento,evento_5758,P.VIAJE2,-16922.1225,V122,Yen Japones,64704,202403
A013925,19/04/2024,consumible,consumible_10650,P.VIAJE10,-687.3825,V123,Dolar Americano,954.44,202404
A007144-1,05/09/2020,deuda,deuda: nombre_16,P.VIAJE7,-27501,V080,Yen Japones,72587,202009
A004897,24/03/2019,regalo,regalo: nombre_12,P.VIAJE10,-2826,V052,Dolar Americano,678.23,201903
A014268,03/05/2024,deuda,deuda: nombre_12,P.VIAJE7,636.6075,V123,Dolar Americano,938.78,202405
A011065,01/01/2023,consumible,consumible_10689,P.VIAJE1,-6703.5,V100,Euro,907.32,202301
A004867,22/03/2019,recreacion,recreacion_14,P.VIAJE8,-111.75,V052,Dolar Americano,678.23,201903
A010185,20/08/2022,consumible,consumible_7860,P.VIAJE10,-1416,V091,Dolar Americano,944.05,202208
A010174,19/08/2022,consumible,consumible_10676,P.VIAJE4,-217.5,V089,Yen Japones,68929,202208
A001493,10/10/2016,deuda,deuda: nombre_12,P.VIAJE9,-56406,V013,Dolar Americano,669.35,201610
A014617,18/07/2024,consumible,consumible_11939,P.VIAJE1,-2896.5,V134,Yen Japones,59767,202407
A013839,14/04/2024,necesidad,necesidad_8,P.VIAJE3,-11929.3125,V119,Euro,1026.29,202404
A003171,15/12/2017,transporte,transporte_20,P.VIAJE4,-37.02,V038,Euro,748.44,201712
A003898,22/06/2018,consumible,consumible_10442,P.VIAJE8,-17631,V047,Dolar Americano,638.14,201806
A011031,22/12/2022,manualidad,manualidad_4,P.VIAJE6,-5434.5,V100,Euro,921.36,202212
A004848,21/03/2019,consumible,consumible_6859,P.VIAJE1,-1768.5,V052,Dolar Americano,667.03,201903
A014010,26/04/2024,deuda,deuda: nombre_9,P.VIAJE8,-2488.305,V132,Euro,1014.49,202404
A013793,10/04/2024,hogar,hogar_4778,P.VIAJE2,-21190.545,V116,Yen Japones,62263,202404
A003730,17/05/2018,deuda,deuda: nombre_12,P.VIAJE9,-103641,V047,Dolar Americano,632.49,201805
A013790-1,09/04/2024,deuda,deuda: nombre_20,P.VIAJE1,-11314.5525,V116,Yen Japones,61984,202404
A010176,19/08/2022,recreacion,recreacion_16,P.VIAJE10,-7056,V089,Yen Japones,68929,202208
A001444,24/09/2016,gustos,gustos_5501,P.VIAJE9,-5885.7,V013,Dolar Americano,660.25,201609
A013834,13/04/2024,consumible,consumible_9521,P.VIAJE9,-5534.2575,V119,Euro,1026.29,202404
A013931,19/04/2024,consumible,consumible_11196,P.VIAJE4,-648.6075,V123,Dolar Americano,954.44,202404
A001429,24/09/2016,necesidad,necesidad_18,P.VIAJE4,-16222.41,V013,Dolar Americano,660.25,201609
A013927,19/04/2024,deuda,deuda: nombre_5,P.VIAJE3,-3497.865,V123,Dolar Americano,954.44,202404
A003913,23/06/2018,transporte,transporte_3,P.VIAJE6,-13412.28,V047,Dolar Americano,638.14,201806
A010840,17/11/2022,regalo,regalo: nombre_6,P.VIAJE4,-12343.5,V099,Euro,954.42,202211
A013824-1,12/04/2024,deuda,deuda: nombre_19,P.VIAJE8,-1266.8925,V119,Euro,1026.29,202404
A013086,19/12/2023,hogar,hogar_5144,P.VIAJE6,-4870.5,V113,Euro,945.58,202312
A014262,03/05/2024,deuda,deuda: nombre_5,P.VIAJE1,1129.755,V123,Dolar Americano,938.78,202405
A013901,18/04/2024,necesidad,necesidad_15,P.VIAJE9,-4496.85,V122,Yen Japones,62440,202404
A011068,02/01/2023,consumible,consumible_11681,P.VIAJE9,-13401,V100,Euro,903.92,202301
A014126,03/05/2024,deuda,deuda: nombre_14,P.VIAJE3,4030.125,V122,Yen Japones,61354,202405
A013984,23/04/2024,consumible,consumible_8196,P.VIAJE4,-4205.685,V128,Euro,1022.4,202404
A011038,23/12/2022,consumible,consumible_10569,P.VIAJE1,-5223,V100,Euro,931.43,202212
A013160,09/01/2024,consumible,consumible_10924,P.VIAJE6,-1486.5,V113,Euro,1002.57,202401
A014267,03/05/2024,deuda,deuda: nombre_6,P.VIAJE6,636.6075,V123,Dolar Americano,938.78,202405
A003918,24/06/2018,gustos,7.gustos_19,P.VIAJE6,-5998.5,V047,Dolar Americano,638.14,201806
A014132,03/05/2024,deuda,deuda: nombre_18,P.VIAJE9,7271.715,V122,Yen Japones,61354,202405
A014120,03/05/2024,deuda,deuda: nombre_13,P.VIAJE7,2557.38,V122,Yen Japones,61354,202405
A005639,06/09/2019,deuda,deuda: nombre_14,P.VIAJE3,-9735,V064,Yen Japones,66492,201909
A005263,08/06/2019,deuda,deuda_6126,P.VIAJE4,-57745.5,V060,Yen Japones,64008,201906
A015638,12/04/2025,regalo,regalo: nombre_16,P.VIAJE10,-7056,V143,Yen Japones,67595,202504
A013769,09/04/2024,deuda,deuda: nombre_4,P.VIAJE3,-2723.07,V115,Dolar Americano,940.92,202404
A013127,28/12/2023,recreacion,recreacion_1,P.VIAJE3,-3249,V113,Euro,977.65,202312
A004876,23/03/2019,transporte,transporte_12,P.VIAJE7,-323.25,V052,Dolar Americano,678.23,201903
A005596,22/08/2019,deuda,deuda: nombre_9,P.VIAJE10,-35256,V064,Yen Japones,67143,201908
A001646,05/12/2016,necesidad,necesidad_18,P.VIAJE2,-219261,V021,Euro,716.05,201612
A010189,20/08/2022,recreacion,recreacion_13,P.VIAJE6,-2121,V092,Yen Japones,68929,202208
A001123,18/06/2016,deuda,deuda: nombre_16,P.VIAJE7,42294,V013,Dolar Americano,684,201606
A001423,23/09/2016,regalo,regalo: nombre_17,P.VIAJE1,-19620.51,V013,Dolar Americano,660.25,201609
A011078,05/01/2023,consumible,consumible_7969,P.VIAJE1,-3883.5,V100,Euro,895.67,202301
A013170,09/01/2024,consumible,consumible_9939,P.VIAJE1,-5646,V113,Euro,1002.57,202401
A014038-1,27/04/2024,deuda,deuda: nombre_2,P.VIAJE8,-11215.5,V133,Euro,1014.49,202404
A015697,18/04/2025,transporte,transporte_6,P.VIAJE1,-7126.5,V143,Yen Japones,67892,202504
A013836,13/04/2024,consumible,consumible_11105,P.VIAJE5,-7544.565,V119,Euro,1026.29,202404
A014105,03/05/2024,deuda,deuda: nombre_16,P.VIAJE3,15054.915,V117,Euro,1009.94,202405
A013590,13/03/2024,deuda,deuda: nombre_17,P.VIAJE1,-20441.4825,V125,Dolar Americano,944.13,202403
A003905,23/06/2018,transporte,transporte_10,P.VIAJE5,-605.25,V047,Dolar Americano,638.14,201806
A008755,31/10/2021,regalo,regalo: nombre_14,P.VIAJE6,-10581,V084,Dolar Americano,813.2,202110
A011083,05/01/2023,consumible,consumible_7726,P.VIAJE4,-25935.9,V100,Euro,895.67,202301
A013941,20/04/2024,deuda,deuda: nombre_20,P.VIAJE3,-124747.29,V123,Dolar Americano,954.44,202404
A004900,25/03/2019,gustos,gustos_5170,P.VIAJE10,-4165.5,V052,Dolar Americano,679.38,201903
A014025,27/04/2024,deuda,deuda: nombre_17,P.VIAJE7,-4439.745,V133,Euro,1014.49,202404
A013591,13/03/2024,evento,evento_5767,P.VIAJE3,-20829.2325,V129,Yen Japones,63892,202403
A008313,26/06/2021,consumible,consumible_10713,RECREACION7,-9171,V082,Dolar Americano,732.6,202106
A013991,24/04/2024,consumible,consumible_8410,P.VIAJE10,-2886.2775,V129,Yen Japones,61126,202404
A008746,30/10/2021,gustos,gustos_5593,P.VIAJE7,-33803.7,V084,Dolar Americano,813.2,202110
A005255,08/06/2019,transporte,transporte_17,P.VIAJE10,-56415.87,V060,Yen Japones,64008,201906
A001448,25/09/2016,necesidad,necesidad_13,P.VIAJE7,-11202.81,V013,Dolar Americano,660.25,201609
A005720,22/09/2019,transporte,transporte: nombre_3,P.VIAJE9,-14106,V064,Yen Japones,66683,201909
A003338,31/01/2018,transporte,transporte_9,P.VIAJE5,10569,V047,Dolar Americano,602.15,201801
A013124,27/12/2023,necesidad,necesidad_20,P.VIAJE8,-4447.5,V113,Euro,978.78,202312
A010421,19/09/2022,regalo,regalo: nombre_10,P.VIAJE4,-46839.15,V099,Euro,924.31,202209
A001705,28/12/2016,evento,evento_5843,P.VIAJE7,-28206,V018,Euro,698.95,201612
A011909,25/05/2023,consumible,consumible_8256,P.VIAJE4,-3531,V101,Euro,868.24,202305
A011051,28/12/2022,consumible,consumible_10678,P.VIAJE2,-3742.5,V100,Euro,915.17,202212
A014587,05/07/2024,necesidad,necesidad: nombre_9,P.VIAJE3,-106602,V139,Euro,1014.85,202407
A009471,15/05/2022,necesidad,necesidad_1,P.VIAJE8,-2466.45,V086,Euro,895.19,202205
A005640,06/09/2019,deuda,deuda: nombre_3,P.VIAJE4,-9735,V064,Yen Japones,66492,201909
A002012,19/03/2017,recreacion,recreacion_6,P.VIAJE3,-8148.75,V021,Euro,710.93,201703
A013082,19/12/2023,hogar,hogar_5073,P.VIAJE7,-2262,V113,Euro,945.58,202312
A014260,03/05/2024,deuda,deuda: nombre_12,P.VIAJE9,5543.76,V122,Yen Japones,61354,202405
A014222,03/05/2024,deuda,deuda: nombre_6,P.VIAJE1,1254.8925,V119,Euro,1009.94,202405
A014152,03/05/2024,deuda,deuda: nombre_17,P.VIAJE1,15536.43,V124,Euro,1009.94,202405
A013784,09/04/2024,consumible,consumible_9595,P.VIAJE5,-759.9975,V116,Yen Japones,61984,202404
A009527,22/05/2022,consumible,consumible_10802,P.VIAJE8,-6351,V086,Euro,882.76,202205
A014237,03/05/2024,deuda,deuda: nombre_14,P.VIAJE6,9542.8725,V121,Dolar Americano,938.78,202405
A014114,03/05/2024,deuda,deuda: nombre_5,P.VIAJE10,910454.265,V123,Dolar Americano,938.78,202405
A001822,06/02/2017,gustos,gustos_514,LIBRE5,-22470.825,V021,Euro,688.97,201702
A013693,02/04/2024,deuda,deuda: nombre_18,P.VIAJE5,19463.28,V124,Euro,1049.02,202404
A013855,15/04/2024,transporte,transporte_3,P.VIAJE10,-9554.8725,V121,Dolar Americano,978.2,202404
A013814,12/04/2024,deuda,deuda: nombre_11,P.VIAJE9,-3759.42,V119,Euro,1026.29,202404
A013911,19/04/2024,deuda,deuda: nombre_17,P.VIAJE2,-7750.425,V122,Yen Japones,61716,202404
A014038,27/04/2024,consumible,consumible_12170,RECREACION10,-11215.5,V133,Euro,1014.49,202404
A014167,03/05/2024,deuda,deuda: nombre_12,P.VIAJE7,1187.565,V131,Dolar Americano,938.78,202405
A014722,09/08/2024,consumible,consumible_10598,P.VIAJE2,-1134,V139,Euro,1017.4,202408
A013571,12/03/2024,evento,evento_5822,P.VIAJE8,-5868.075,V124,Euro,1043.91,202403
A009464,15/05/2022,consumible,consumible_11675,P.VIAJE5,-13612.5,V086,Euro,895.19,202205
A003462,08/03/2018,necesidad,necesidad_2,P.VIAJE4,-2645.52,V047,Dolar Americano,606.01,201803
A014275,03/05/2024,deuda,deuda: nombre_20,P.VIAJE4,6490.9275,V125,Dolar Americano,938.78,202405
A014154,03/05/2024,deuda,deuda: nombre_19,P.VIAJE4,7790.595,V125,Dolar Americano,938.78,202405
A014279,03/05/2024,deuda,deuda: nombre_14,P.VIAJE8,9879.8625,V128,Euro,1009.94,202405
A013091,21/12/2023,recreacion,recreacion_2,P.VIAJE6,-19675.5,V113,Euro,966.5,202312
A008315,26/06/2021,consumible,consumible_12978,RECREACION2,-4941,V082,Dolar Americano,732.6,202106
A014166,03/05/2024,deuda,deuda: nombre_6,P.VIAJE6,1291.2,V131,Dolar Americano,938.78,202405
A000267,30/08/2015,consumible,consumible_9131,P.VIAJE9,-14106,V003,Dolar Americano,691.07,201508
A011000,15/12/2022,consumible,consumible_9560,P.VIAJE10,-1100.16,V100,Euro,932.38,202212
A005266,09/06/2019,transporte,transporte: nombre_14,P.VIAJE4,11274,V060,Yen Japones,64008,201906
A005716,21/09/2019,consumible,consumible_7015,P.VIAJE5,-3312.45,V064,Yen Japones,66683,201909
A010168,19/08/2022,recreacion,recreacion_11,P.VIAJE4,-1416,V089,Yen Japones,68929,202208
A015470,24/02/2025,deuda,deuda: nombre_1,P.VIAJE3,-277339.605,V143,Yen Japones,63008,202502
A014304,09/05/2024,deuda,deuda: nombre_20,P.VIAJE10,-21156,V129,Yen Japones,59461,202405
A014266,03/05/2024,deuda,deuda: nombre_2,P.VIAJE5,1064.895,V123,Dolar Americano,938.78,202405
A013878-1,16/04/2024,deuda,deuda: nombre_7,P.VIAJE6,-1185.1125,V122,Yen Japones,63334,202404
A011066,01/01/2023,consumible,consumible_9633,P.VIAJE7,-9876,V100,Euro,907.32,202301
A011928,29/05/2023,hogar,hogar_5070,P.VIAJE10,-1437.15,V101,Euro,861.48,202305
A013577,12/03/2024,evento,evento_5811,P.VIAJE9,-30827.19,V125,Dolar Americano,955.61,202403
A001494,10/10/2016,transporte,transporte_7,P.VIAJE1,-413333.4,V021,Euro,745.69,201610
A009507,19/05/2022,recreacion,recreacion_10,P.VIAJE3,-3742.5,V086,Euro,886.13,202205
A013096,21/12/2023,regalo,regalo: nombre_16,P.VIAJE2,-14106,V113,Euro,966.5,202312
A014186,03/05/2024,deuda,deuda: nombre_2,P.VIAJE5,867.1425,V116,Yen Japones,61354,202405
A010543,04/10/2022,consumible,consumible_11731,P.VIAJE9,-7056,V097,Euro,929.81,202210
A013881,16/04/2024,consumible,consumible_10343,P.VIAJE7,-1819.6125,V122,Yen Japones,63334,202404
A004845,18/03/2019,evento,evento_5729,P.VIAJE1,-711,V052,Dolar Americano,665.5,201903
A013789-1,09/04/2024,deuda,deuda: nombre_11,P.VIAJE10,-979.9575,V116,Yen Japones,61984,202404
A013808,11/04/2024,consumible,consumible_8059,P.VIAJE1,-8791.71,V118,Dolar Americano,954.7,202404
A005832,03/10/2019,consumible,consumible_11189,P.VIAJE1,-6915,V066,Euro,785.21,201910
A013774,09/04/2024,consumible,consumible_11153,P.VIAJE7,-1105.4475,V116,Yen Japones,61984,202404
A005410,30/06/2019,consumible,consumible_10958,P.VIAJE2,-1416,V062,Dolar Americano,677.15,201906
A014248,03/05/2024,deuda,deuda: nombre_3,P.VIAJE7,564.345,V122,Yen Japones,61354,202405
A013900-1,18/04/2024,deuda,deuda: nombre_20,P.VIAJE4,-696.9,V122,Yen Japones,62440,202404
A001078,04/06/2016,consumible,consumible_10085,P.VIAJE5,-5998.5,V010,Euro,775.58,201606
A014182,03/05/2024,deuda,deuda: nombre_19,P.VIAJE1,1564.74,V115,Dolar Americano,938.78,202405
A013578,12/03/2024,deuda,deuda: nombre_20,P.VIAJE9,-30827.19,V125,Dolar Americano,955.61,202403
A008726,24/10/2021,consumible,consumible_10236,P.VIAJE4,-2121,V083,Yen Japones,71769,202110
A013950,20/04/2024,consumible,consumible_8211,P.VIAJE9,-3992.775,V123,Dolar Americano,954.44,202404
A010980,13/12/2022,regalo,regalo: nombre_8,P.VIAJE7,-2121,V100,Euro,909.84,202212
A014700,05/08/2024,transporte,transporte_8,P.VIAJE7,-43363.5,V139,Euro,1044.93,202408
A011914,26/05/2023,hogar,hogar_5120,P.VIAJE10,-1063.5,V101,Euro,855.45,202305
A014024-1,26/04/2024,deuda,deuda: nombre_6,P.VIAJE6,-7483.935,V132,Euro,1014.49,202404
A013342,05/02/2024,deuda,deuda: nombre_17,P.VIAJE5,23979.51,V121,Dolar Americano,953.4,202402
A001443,24/09/2016,regalo,regalo: nombre_9,P.VIAJE9,-5885.7,V013,Dolar Americano,660.25,201609
A006110,27/11/2019,transporte,transporte_15,P.VIAJE6,-103950.495,V074,Euro,898.32,201911
A014183,03/05/2024,deuda,deuda: nombre_8,P.VIAJE2,3826.0275,V115,Dolar Americano,938.78,202405
A013785-1,09/04/2024,deuda,deuda: nombre_18,P.VIAJE6,-621.8175,V116,Yen Japones,61984,202404
A011039,23/12/2022,hogar,5.hogar_5,P.VIAJE5,-3108,V100,Euro,931.43,202212
A009467,15/05/2022,regalo,regalo: nombre_16,P.VIAJE8,-147,V086,Euro,895.19,202205
A013870,16/04/2024,deuda,deuda: nombre_5,P.VIAJE10,-2569.38,V122,Yen Japones,63334,202404
A013880-1,16/04/2024,deuda,deuda: nombre_16,P.VIAJE8,-1134,V122,Yen Japones,63334,202404
A014220,03/05/2024,deuda,deuda: nombre_4,P.VIAJE9,874.545,V119,Euro,1009.94,202405
A014218,03/05/2024,deuda,deuda: nombre_16,P.VIAJE7,1799.505,V119,Euro,1009.94,202405
A004853,21/03/2019,gustos,gustos_5475,P.VIAJE5,-1416,V052,Dolar Americano,667.03,201903
A001987,17/03/2017,transporte,transporte_19,P.VIAJE3,-8148.75,V021,Euro,710.93,201703
A014257,03/05/2024,deuda,deuda: nombre_11,P.VIAJE6,2756.895,V122,Yen Japones,61354,202405
A014284,03/05/2024,deuda,deuda: nombre_13,P.VIAJE3,2874.2775,V129,Yen Japones,61354,202405
A014638,27/07/2024,hogar,hogar_4840,P.VIAJE10,-5082,V138,Euro,1033.8,202407
A013093,21/12/2023,recreacion,recreacion_18,P.VIAJE10,-2240.85,V113,Euro,966.5,202312
A013153,07/01/2024,recreacion,recreacion_3,P.VIAJE5,-1345.5,V113,Euro,973.31,202401
A006279,29/12/2019,deuda,deuda: nombre_6,P.VIAJE6,-20034.345,V074,Euro,835.55,201912
A005947,24/10/2019,deuda,deuda_8249,RECREACION1,-8466,V070,Dolar Americano,723.73,201910
A005829,03/10/2019,evento,evento_5644,P.VIAJE6,-2826,V066,Euro,785.21,201910
A013520,11/03/2024,evento,evento_5818,P.VIAJE2,-23450.07,V116,Yen Japones,65764,202403
A013855-1,15/04/2024,deuda,deuda: nombre_12,P.VIAJE9,-9554.8725,V121,Dolar Americano,978.2,202404
A015644,12/04/2025,consumible,consumible_11822,P.VIAJE8,-3460.5,V143,Yen Japones,67595,202504
